期次,开奖日期,前区1,前区2,前区3,前区4,前区5,后区1,后区2,销售额,奖池金额
18136,2018-11-19,03,11,12,19,21,05,11,"211,832,625","6,745,147,509"
18135,2018-11-17,14,19,23,27,34,06,12,"234,501,139","6,728,041,749.31"
18134,2018-11-14,04,05,19,31,35,02,12,"216,189,491","6,685,696,823.23"
18133,2018-11-12,08,12,14,15,19,01,10,"217,396,050","6,657,631,974.04"
18132,2018-11-10,03,16,22,23,27,01,04,"239,163,144","6,678,376,013.66"
18131,2018-11-07,12,14,21,32,33,02,11,"216,536,327","6,635,339,455.74"
18130,2018-11-05,03,04,16,18,25,01,11,"217,325,653","6,590,885,413.07"
18129,2018-11-03,04,07,21,22,29,03,06,"235,940,348","6,576,364,115.59"
18128,2018-10-31,11,12,14,16,26,08,09,"220,324,605","6,594,664,860.45"
18127,2018-10-29,01,03,04,11,29,08,12,"217,690,667","6,564,347,966.86"
18126,2018-10-27,11,13,15,21,27,05,06,"237,550,025","6,554,917,405.49"
18125,2018-10-24,07,16,20,21,34,04,06,"219,795,983","6,522,197,027.55"
18124,2018-10-22,08,10,12,19,20,10,11,"216,443,708","6,524,154,322.05"
18123,2018-10-20,06,09,29,32,35,02,04,"234,208,723","6,522,610,651.61"
18122,2018-10-17,08,09,21,30,31,05,12,"214,571,833","6,530,054,426.41"
18121,2018-10-15,06,07,21,29,30,01,10,"207,915,429","6,520,734,499.03"
18120,2018-10-13,21,22,25,27,30,08,09,"234,821,953","6,502,829,135.12"
18119,2018-10-10,06,09,11,16,35,02,05,"212,932,980","6,481,977,558.64"
18118,2018-10-08,04,05,14,21,34,06,09,"211,508,812","6,485,845,808.74"
18117,2018-10-06,07,11,13,22,29,03,08,"217,651,581","6,498,990,134.83"
18116,2018-10-03,01,14,17,21,33,07,10,"182,177,791","6,524,536,540.06"
18115,2018-10-01,02,06,13,18,25,01,02,"188,986,085","6,535,370,887.62"
18114,2018-09-29,12,18,26,28,29,05,06,"224,148,934","6,552,450,316.38"
18113,2018-09-26,08,12,27,31,33,04,08,"204,939,053","6,557,535,636.88"
18112,2018-09-24,03,07,08,09,29,09,10,"193,514,083","6,521,875,291.15"
18111,2018-09-22,03,16,27,28,32,04,05,"215,472,949","6,520,081,923.65"
18110,2018-09-19,06,19,21,27,28,03,11,"199,222,858","6,499,010,024.89"
18109,2018-09-17,10,16,23,25,34,02,05,"193,599,346","6,515,974,853.57"
18108,2018-09-15,09,10,24,31,32,07,12,"214,909,384","6,512,454,344.16"
18107,2018-09-12,07,08,09,10,22,03,04,"207,148,979","6,469,261,221.79"
18106,2018-09-10,04,14,17,24,31,01,04,"204,182,024","6,472,172,226.51"
18105,2018-09-08,01,16,19,20,31,02,07,"219,284,141","6,452,487,726.44"
18104,2018-09-05,01,13,14,26,28,07,11,"203,640,357","6,430,739,174.62"
18103,2018-09-03,14,24,26,28,35,02,03,"202,609,595","6,391,571,458.42"
18102,2018-09-01,06,07,13,22,24,10,12,"224,197,222","6,342,068,179.76"
18101,2018-08-29,03,14,15,23,29,04,05,"198,499,936","6,308,725,026.92"
18100,2018-08-27,06,20,21,26,30,06,09,"200,023,810","6,342,598,373.69"
18099,2018-08-25,12,13,16,20,21,01,07,"222,690,897","6,343,983,973.51"
18098,2018-08-22,02,15,18,25,27,05,07,"203,730,773","6,340,719,923.61"
18097,2018-08-20,10,12,14,18,23,01,04,"205,831,161","6,344,726,748.78"
18096,2018-08-18,13,14,20,28,34,06,10,"224,999,849","6,319,451,570.86"
18095,2018-08-15,07,14,18,29,35,05,12,"201,899,050","6,304,083,968.85"
18094,2018-08-13,11,16,25,30,34,08,10,"204,437,453","6,342,519,469.97"
18093,2018-08-11,03,11,16,18,33,03,11,"219,900,805","6,289,602,123.49"
18092,2018-08-08,05,07,14,18,19,04,10,"203,960,013","6,271,921,898.90"
18091,2018-08-06,06,22,26,28,31,01,07,"200,209,093","6,239,379,715.37"
18090,2018-08-04,06,20,24,33,34,04,11,"214,323,707","6,215,638,458.69"
18089,2018-08-01,26,27,28,32,34,06,10,"198,789,849","6,185,259,533.87"
18088,2018-07-30,08,09,21,25,33,01,08,"201,070,776","6,175,967,288.11"
18087,2018-07-28,03,14,19,23,25,01,04,"221,733,708","6,170,422,461.93"
18086,2018-07-25,16,22,24,29,31,04,05,"202,039,886","6,147,152,397.99"
18085,2018-07-23,01,02,14,25,31,05,07,"203,720,742","6,119,215,421.13"
18084,2018-07-21,06,11,17,22,35,11,12,"221,782,319","6,114,274,675.94"
18083,2018-07-18,07,12,25,27,28,10,11,"203,396,776","6,060,893,274.96"
18082,2018-07-16,01,02,14,17,18,08,10,"202,664,331","6,046,964,394.78"
18081,2018-07-14,02,10,13,21,35,01,12,"220,990,027","5,995,484,438.14"
18080,2018-07-11,07,16,24,26,31,10,11,"200,930,992","5,956,453,500.72"
18079,2018-07-09,03,04,10,27,29,01,05,"202,323,374","5,968,985,976.16"
18078,2018-07-07,07,11,12,22,30,03,06,"218,580,534","5,999,253,266.21"
18077,2018-07-04,01,06,09,15,26,08,09,"203,843,593","5,981,630,962.46"
18076,2018-07-02,07,18,28,29,32,06,08,"199,580,156","5,950,663,010.78"
18075,2018-06-30,01,06,12,20,34,04,12,"220,535,723","5,958,857,007.20"
18074,2018-06-27,03,09,12,28,30,04,12,"199,597,596","5,909,727,592.75"
18073,2018-06-25,13,19,24,25,29,02,08,"201,563,745","5,972,044,398.22"
18072,2018-06-23,05,12,17,24,26,01,02,"224,650,873","5,981,278,505.68"
18071,2018-06-20,02,05,23,30,31,03,09,"214,566,154","5,949,658,808.60"
18070,2018-06-18,02,05,10,16,30,04,07,"211,903,935","5,919,039,404.50"
18069,2018-06-16,01,08,13,21,24,02,11,"241,142,640","5,885,037,873.39"
18068,2018-06-13,08,12,16,26,33,05,06,"196,468,042","5,874,936,454.44"
18067,2018-06-11,03,07,12,18,31,07,10,"219,756,324","5,854,895,390.25"
18066,2018-06-09,01,20,23,32,33,01,04,"239,793,134","5,813,704,069.93"
18065,2018-06-06,07,10,28,31,32,08,10,"220,810,457","5,772,639,586.93"
18064,2018-06-04,01,03,04,11,29,02,04,"224,954,479","5,761,282,472.73"
18063,2018-06-02,05,14,15,32,34,03,10,"245,622,727","5,705,403,010.45"
18062,2018-05-30,12,14,19,23,35,02,07,"238,259,472","5,703,821,164.03"
18061,2018-05-28,04,10,12,28,31,08,11,"237,450,953","5,653,787,525.57"
18060,2018-05-26,04,22,27,29,31,02,10,"263,797,526","5,654,020,895.59"
18059,2018-05-23,01,09,10,27,35,06,11,"242,609,804","5,611,696,366.03"
18058,2018-05-21,09,11,12,26,32,04,10,"239,072,621","5,563,764,270.56"
18057,2018-05-19,13,19,22,27,28,05,06,"263,782,813","5,533,435,106.09"
18056,2018-05-16,02,04,16,28,34,05,07,"242,284,907","5,556,714,938.56"
18055,2018-05-14,03,07,20,33,34,09,10,"247,382,161","5,505,823,357.74"
18054,2018-05-12,09,10,12,20,30,01,07,"266,905,172","5,465,203,784.82"
18053,2018-05-09,11,16,21,23,25,02,12,"247,482,667","5,515,804,329.86"
18052,2018-05-07,05,16,18,19,25,02,07,"240,438,756","5,447,819,442.24"
18051,2018-05-05,09,18,28,29,35,03,11,"263,978,006","5,447,396,941.16"
18050,2018-05-02,22,24,26,34,35,06,12,"241,836,897","5,422,293,093.95"
18049,2018-04-30,04,07,09,10,13,06,12,"230,788,528","5,368,233,194.30"
18048,2018-04-28,02,03,11,20,25,02,07,"276,622,481","5,318,104,005.26"
18047,2018-04-25,03,08,10,14,20,04,08,"258,398,718","5,293,491,487.24"
18046,2018-04-23,10,20,22,29,32,05,10,"257,284,500","5,268,370,217.12"
18045,2018-04-21,02,05,20,30,35,05,09,"283,210,997","5,283,900,535.62"
18044,2018-04-18,02,04,06,18,21,05,08,"265,929,558","5,268,779,121.72"
18043,2018-04-16,03,06,13,28,33,04,11,"256,568,992","5,239,147,674.15"
18042,2018-04-14,03,19,25,29,35,05,09,"265,007,165","5,327,068,941.34"
18041,2018-04-11,01,23,25,31,33,01,12,"253,422,570","5,445,163,138.20"
18040,2018-04-09,05,07,18,27,31,01,08,"211,513,034","5,411,665,761.22"
18039,2018-04-07,02,07,14,29,32,10,11,"217,344,524","5,364,269,644.97"
18038,2018-04-04,14,23,25,31,32,01,03,"198,878,775","5,339,234,513.65"
18037,2018-04-02,01,03,27,30,31,02,11,"205,790,103","5,323,867,872.59"
18036,2018-03-31,11,17,18,21,27,07,08,"227,859,939","5,297,754,793.49"
18035,2018-03-28,05,07,10,12,24,07,11,"211,060,885","5,244,871,082.16"
18034,2018-03-26,08,11,22,27,32,03,07,"212,117,050","5,196,338,763.17"
18033,2018-03-24,02,03,19,23,34,04,09,"231,061,109","5,198,381,632.29"
18032,2018-03-21,07,10,17,32,35,05,12,"211,403,323","5,225,006,750.48"
18031,2018-03-19,03,08,13,17,23,05,11,"211,527,559","5,184,093,714.28"
18030,2018-03-17,05,18,21,28,32,09,11,"230,478,981","5,152,546,013.85"
18029,2018-03-14,03,09,21,25,29,01,08,"211,962,307","5,134,052,855.83"
18028,2018-03-12,04,19,25,30,35,04,07,"210,397,698","5,125,941,530.51"
18027,2018-03-10,01,18,20,21,26,04,11,"222,637,440","5,085,962,016.49"
18026,2018-03-07,01,02,03,04,30,03,05,"205,938,359","5,074,912,532.29"
18025,2018-03-05,07,08,09,15,34,07,08,"207,433,913","5,047,617,317.86"
18024,2018-03-03,02,16,24,30,32,04,07,"230,080,943","5,038,602,897.33"
18023,2018-02-28,12,13,18,21,29,02,08,"203,587,803","5,016,451,627.03"
18022,2018-02-26,02,10,19,33,35,05,06,"202,288,216","4,988,506,161.93"
18021,2018-02-24,05,06,08,09,15,04,11,"233,520,667","4,941,852,651.30"
18020,2018-02-14,01,10,13,14,21,09,12,"223,552,917","4,908,324,787.43"
18019,2018-02-12,10,11,19,21,28,05,12,"206,501,821","4,865,933,980.43"
18018,2018-02-10,06,08,13,24,28,06,12,"226,108,418","4,824,492,674.96"
18017,2018-02-07,04,19,21,23,31,04,09,"202,520,718","4,771,863,108.84"
18016,2018-02-05,01,02,12,13,23,09,12,"202,835,116","4,766,514,256.47"
18015,2018-02-03,04,13,15,18,29,05,11,"220,572,521","4,753,653,322.59"
18014,2018-01-31,14,16,18,24,31,01,08,"203,817,985","4,726,825,681.12"
18013,2018-01-29,08,24,31,33,35,07,10,"203,090,721","4,684,812,702.88"
18012,2018-01-27,03,22,24,29,34,07,11,"218,599,858","4,635,213,010.41"
18011,2018-01-24,03,13,15,23,26,01,10,"203,498,133","4,641,173,456.84"
18010,2018-01-22,24,25,26,28,29,04,12,"209,455,315","4,588,018,755.46"
18009,2018-01-20,10,12,28,30,34,03,04,"230,281,073","4,570,009,063.45"
18008,2018-01-17,09,15,17,20,22,10,11,"211,879,491","4,509,562,520.37"
18007,2018-01-15,03,04,28,31,34,04,11,"210,430,592","4,504,102,672.18"
18006,2018-01-13,19,20,30,32,33,03,05,"228,876,959","4,483,250,787.12"
18005,2018-01-10,04,09,23,24,30,08,11,"208,354,385","4,435,847,449.69"
18004,2018-01-08,04,09,22,28,30,01,10,"205,801,716","4,445,675,467.45"
18003,2018-01-06,04,21,23,24,30,09,10,"226,801,109","4,440,647,604.82"
18002,2018-01-03,12,20,23,27,34,01,06,"208,431,222","4,443,585,959.01"
18001,2018-01-01,01,13,22,25,35,03,04,"215,274,808","4,479,674,483.42"
17153,2017-12-30,01,09,24,26,34,09,12,"236,928,410","4,478,126,302.73"
17152,2017-12-27,02,04,07,23,28,02,08,"214,887,235","4,466,541,182.05"
17151,2017-12-25,05,06,23,28,32,04,05,"211,995,741","4,464,946,961.94"
17150,2017-12-23,03,06,10,13,18,09,11,"235,911,666","4,457,502,260.87"
17149,2017-12-20,10,18,19,25,26,04,12,"216,816,379","4,407,904,079.86"
17148,2017-12-18,19,27,31,32,35,11,12,"211,263,443","4,364,959,468.08"
17147,2017-12-16,05,16,17,25,34,01,11,"229,737,246","4,367,250,718.28"
17146,2017-12-13,01,05,11,14,35,09,10,"213,122,165","4,318,480,826.62"
17145,2017-12-11,04,07,17,18,19,03,10,"213,369,884","4,317,224,774.98"
17144,2017-12-09,03,21,23,29,32,10,11,"233,101,357","4,309,699,345.11"
17143,2017-12-06,06,09,24,29,32,02,07,"209,971,249","4,282,393,686.41"
17142,2017-12-04,01,05,16,19,28,02,10,"209,153,464","4,275,347,171.15"
17141,2017-12-02,02,08,21,22,29,03,05,"227,842,115","4,237,389,514.38"
17140,2017-11-29,10,16,25,26,29,01,05,"210,287,622","4,219,678,773.37"
17139,2017-11-27,02,06,19,25,32,09,12,"208,076,169","4,210,596,967.28"
17138,2017-11-25,04,07,09,20,25,02,11,"224,706,665","4,195,563,190.17"
17137,2017-11-22,01,20,22,28,29,05,07,"208,371,260","4,236,731,015.78"
17136,2017-11-20,01,11,20,21,22,03,04,"204,621,999","4,314,495,402.73"
17135,2017-11-18,01,12,15,19,22,02,04,"228,099,000","4,403,766,719.35"
17134,2017-11-15,07,18,19,32,34,02,10,"209,089,016","4,384,046,233.10"
17133,2017-11-13,15,17,19,32,33,01,03,"205,369,201","4,363,865,130.97"
17132,2017-11-11,11,17,23,26,27,01,10,"228,286,369","4,314,342,249.60"
17131,2017-11-08,03,05,08,19,34,01,12,"209,769,933","4,276,365,066.49"
17130,2017-11-06,05,18,28,33,34,03,04,"205,281,738","4,269,462,536.11"
17129,2017-11-04,05,17,20,32,33,04,09,"221,400,965","4,234,584,571.14"
17128,2017-11-01,09,11,13,18,33,02,03,"210,460,163","4,236,702,290.25"
17127,2017-10-30,02,15,18,21,22,03,10,"202,014,185","4,224,508,242.85"
17126,2017-10-28,03,04,13,24,33,01,11,"224,742,436","4,291,619,493.61"
17125,2017-10-25,07,11,18,26,28,04,05,"202,527,987","4,275,162,353.38"
17124,2017-10-23,03,29,30,32,35,03,08,"201,634,459","4,351,880,934.91"
17123,2017-10-21,03,15,23,26,32,01,12,"224,279,189","4,318,722,376.23"
17122,2017-10-18,03,12,18,29,34,03,11,"204,853,140","4,284,527,224.27"
17121,2017-10-16,01,06,12,26,31,01,07,"199,583,003","4,271,765,199.07"
17120,2017-10-14,08,15,24,26,27,05,06,"216,330,390","4,223,045,066.72"
17119,2017-10-11,05,07,13,29,35,03,08,"197,391,000","4,247,472,952.64"
17118,2017-10-09,02,07,16,20,33,03,11,"195,121,929","4,252,457,950.64"
17117,2017-10-07,05,07,09,24,32,08,10,"207,881,694","4,307,581,838.48"
17116,2017-10-04,02,27,30,32,33,01,03,"172,984,540","4,309,435,912.43"
17115,2017-10-02,14,19,20,25,31,06,08,"175,963,547","4,288,831,778.98"
17114,2017-09-30,06,07,12,18,23,01,12,"221,457,669","4,288,325,250.21"
17113,2017-09-27,05,08,17,18,23,04,12,"202,181,819","4,238,842,403.10"
17112,2017-09-25,05,06,20,31,32,06,12,"199,283,910","4,270,235,999.62"
17111,2017-09-23,02,14,17,26,34,08,12,"220,140,489","4,289,815,823.69"
17110,2017-09-20,10,14,20,21,35,02,05,"201,794,687","4,252,044,900.23"
17109,2017-09-18,06,09,19,26,34,05,07,"202,094,126","4,242,085,787.76"
